,location,total_sqft,bath,price,bhk
618,Whitefield,4104.0,4.0,360.0,4
619,Whitefield,1790.0,3.0,100.0,3
625,Whitefield,1720.0,3.0,100.0,3
714,Whitefield,1640.0,4.0,91.0,3
750,Whitefield,2280.0,4.0,126.0,3
899,Whitefield,1897.0,3.0,130.0,3
912,Whitefield,2225.0,2.0,125.0,3
941,Whitefield,4348.5,2.6926096474673513,304.0,4
1013,Whitefield,2268.0,3.0,163.0,4
1137,Whitefield,2400.0,4.0,200.0,4
1152,Whitefield,1360.0,2.0,95.0,2
1215,Whitefield,1697.0,3.0,94.79,3
1227,Whitefield,5000.0,4.0,400.0,4
1257,Whitefield,3000.0,5.0,250.0,4
1261,Whitefield,1700.0,3.0,115.0,3
1281,Whitefield,2842.0,3.0,162.0,3
1334,Whitefield,1500.0,3.0,130.0,3
1335,Whitefield,1280.0,2.0,75.0,2
1464,Whitefield,1405.0,2.0,78.0,3
1505,Whitefield,2225.0,3.0,115.0,3
1512,Whitefield,1272.0,2.0,95.05,2
1539,Whitefield,1192.0,2.0,71.0,2
1674,Whitefield,1626.0,3.0,89.0,3
1676,Whitefield,1585.0,3.0,88.0,3
1686,Whitefield,665.0,2.6926096474673513,28.585,1
1726,Whitefield,1280.0,2.0,85.0,2
1740,Whitefield,1200.0,3.0,68.5,3
1756,Whitefield,4000.0,4.0,330.0,4
1791,Whitefield,1697.0,3.0,108.0,3
1835,Whitefield,3606.0,4.0,312.0,4
2091,Whitefield,1485.0,2.0,90.0,2
2094,Whitefield,950.0,1.0,50.0,1
2143,Whitefield,3584.0,4.0,199.0,4
2166,Whitefield,825.0,1.0,45.0,1
2427,Whitefield,1635.0,2.0,85.0,3
2446,Whitefield,1216.0,2.0,79.0,2
2659,Whitefield,920.0,2.0,63.0,2
2698,Whitefield,1170.0,2.0,71.0,2
2746,Whitefield,1118.0,2.0,75.0,2
2790,Whitefield,1800.0,3.0,110.0,3
2801,Whitefield,1562.0,3.0,103.0,3
2847,Whitefield,2321.0,4.0,128.0,3
2942,Whitefield,1320.0,2.0,95.0,2
2993,Whitefield,3010.0,3.0,200.0,3
2996,Whitefield,1346.0,2.0,96.17,2
3004,Whitefield,3850.0,5.0,316.0,3
3207,Whitefield,2500.0,4.0,155.0,4
3224,Whitefield,905.0,1.0,55.0,1
3264,Whitefield,2268.0,3.0,146.0,4
3364,Whitefield,630.5,1.0,32.79,1
3367,Whitefield,3537.0,5.0,210.0,4
3383,Whitefield,1697.0,3.0,115.0,3
3550,Whitefield,3250.0,5.0,290.0,5
3672,Whitefield,1269.0,2.0,75.0,2
3704,Whitefield,3227.0,5.0,250.0,5
3721,Whitefield,1545.0,3.0,79.0,3
3838,Whitefield,3262.0,4.0,260.0,4
3865,Whitefield,1132.0,2.0,79.28,2
3895,Whitefield,2830.0,5.0,160.0,4
4059,Whitefield,1195.0,2.0,70.0,2
4078,Whitefield,3480.0,4.0,284.0,3
4203,Whitefield,3004.0,4.0,285.0,4
4226,Whitefield,709.0,1.0,34.385,1
4261,Whitefield,1320.0,2.0,79.5,2
4265,Whitefield,750.0,2.0,52.7,2
4271,Whitefield,1200.0,3.0,61.96,3
4346,Whitefield,2094.0,2.6926096474673513,113.19,3
4351,Whitefield,3445.0,5.0,270.0,4
4363,Whitefield,1700.0,3.0,140.0,3
4380,Whitefield,4827.0,4.0,400.0,4
4382,Whitefield,1405.0,2.0,84.5,2
4444,Whitefield,3252.0,4.0,280.0,4
4458,Whitefield,1150.0,2.0,90.0,2
4466,Whitefield,2400.0,4.0,147.0,4
4541,Whitefield,624.0,1.0,35.0,1
4619,Whitefield,1700.0,3.0,95.0,3
4622,Whitefield,4960.0,4.0,400.0,4
4635,Whitefield,2928.0,4.0,198.0,4
4681,Whitefield,2700.0,5.0,175.0,3
4764,Whitefield,1216.0,2.0,84.0,2
4781,Whitefield,2882.0,5.0,204.0,4
4813,Whitefield,1840.0,3.0,140.0,3
4857,Whitefield,1778.0,3.0,122.0,3
5044,Whitefield,650.0,1.0,25.0,1
5074,Whitefield,2155.0,3.0,125.0,4
5340,Whitefield,1216.0,2.0,75.0,2
5371,Whitefield,1255.0,2.0,77.0,2
5376,Whitefield,1216.0,2.0,73.0,2
5382,Whitefield,709.0,1.0,34.735,1
5401,Whitefield,1745.0,3.0,100.0,3
5417,Whitefield,3200.0,4.0,224.0,4
5470,Whitefield,825.0,1.0,44.9,1
5633,Whitefield,1870.0,3.0,138.0,3
5719,Whitefield,1862.0,3.0,125.0,3
5772,Whitefield,1655.0,3.0,113.0,3
5782,Whitefield,530.0,1.0,29.44,1
5814,Whitefield,905.0,1.0,50.0,1
5824,Whitefield,1600.0,3.0,82.0,3
5829,Whitefield,1230.0,4.0,80.0,4
5848,Whitefield,630.5,1.0,32.15,1
5861,Whitefield,905.0,1.0,52.0,1
5966,Whitefield,1216.0,2.0,83.0,2
6117,Whitefield,4075.0,5.0,226.0,4
6153,Whitefield,1216.0,2.0,75.0,2
6182,Whitefield,4000.0,4.0,380.0,4
6334,Whitefield,2856.0,5.0,158.5,4
6373,Whitefield,750.0,1.0,51.0,1
6431,Whitefield,1173.0,2.0,77.0,2
6443,Whitefield,1200.0,3.0,68.4,3
6540,Whitefield,3425.0,5.0,250.0,4
6643,Whitefield,2856.0,5.0,157.5,4
6677,Whitefield,2173.0,3.0,128.0,3
6740,Whitefield,905.0,1.0,62.0,1
6752,Whitefield,1870.0,3.0,138.0,3
6770,Whitefield,1320.0,2.0,99.26,2
6771,Whitefield,2901.0,4.0,190.0,3
6802,Whitefield,1485.0,2.0,96.51,2
6823,Whitefield,1755.0,3.0,101.0,3
6897,Whitefield,2225.0,3.0,149.0,3
6928,Whitefield,1250.0,2.0,82.0,2
7036,Whitefield,605.0,1.0,40.0,1
7139,Whitefield,2210.0,3.0,156.0,3
7143,Whitefield,1173.0,2.0,78.2,2
7152,Whitefield,1740.0,4.0,130.0,3
7218,Whitefield,1216.0,2.0,75.0,2
7283,Whitefield,1655.0,3.0,120.0,3
7302,Whitefield,4003.0,6.0,300.0,4
7336,Whitefield,1180.0,2.0,70.0,2
7418,Whitefield,2023.0,4.0,130.0,3
7493,Whitefield,2134.0,4.0,118.0,3
7584,Whitefield,905.0,1.0,60.0,1
7716,Whitefield,1452.0,3.0,90.0,3
7735,Whitefield,2850.0,5.0,240.0,4
7823,Whitefield,2830.0,5.0,190.0,4
7834,Whitefield,1295.0,2.0,78.5,2
7842,Whitefield,840.0,1.0,57.6,1
7843,Whitefield,640.0,1.0,19.83,1
7853,Whitefield,1991.0,3.0,104.0,3
7900,Whitefield,1655.0,3.0,97.0,3
7933,Whitefield,1850.0,3.0,150.0,3
7940,Whitefield,1200.0,3.0,67.77,3
7973,Whitefield,1290.0,2.0,90.0,2
8135,Whitefield,1216.0,2.0,75.0,2
8160,Whitefield,1356.0,2.0,94.84,2
8161,Whitefield,1338.0,2.0,103.0,2
8234,Whitefield,3450.0,4.0,208.0,3
8345,Whitefield,1267.0,2.0,90.33,2
8371,Whitefield,2400.0,4.0,143.0,4
8405,Whitefield,1836.0,3.0,125.0,3
8511,Whitefield,3596.0,3.0,200.0,3
8552,Whitefield,1275.0,2.0,65.0,3
8580,Whitefield,1216.0,2.0,82.0,2
8585,Whitefield,1495.0,3.0,88.0,2
8587,Whitefield,1564.0,3.0,103.0,3
8611,Whitefield,1585.0,3.0,84.0,3
8690,Whitefield,1558.0,3.0,90.0,3
8701,Whitefield,1216.0,2.0,75.0,2
8782,Whitefield,1704.0,3.0,120.0,3
8784,Whitefield,1256.0,2.0,73.0,2
8817,Whitefield,1300.0,2.0,78.0,2
8828,Whitefield,1570.0,3.0,88.0,3
8889,Whitefield,1216.0,2.0,84.03,2
8907,Whitefield,1216.0,2.0,72.5,2
8931,Whitefield,2025.0,4.0,115.0,3
9003,Whitefield,1346.0,2.0,100.0,3
9140,Whitefield,2990.0,3.0,198.0,4
9214,Whitefield,1720.0,3.0,98.97,3
9226,Whitefield,1600.0,3.0,95.0,3
9265,Whitefield,1655.0,3.0,108.0,3
9271,Whitefield,1740.0,3.0,95.0,3
9340,Whitefield,1350.0,2.0,88.0,2
9360,Whitefield,1216.0,2.0,80.0,2
9380,Whitefield,2900.0,4.0,225.0,4
9407,Whitefield,1340.0,2.0,101.0,2
9567,Whitefield,1500.0,3.0,78.57,3
9585,Whitefield,1626.0,3.0,85.0,3
9665,Whitefield,1100.0,2.0,65.0,2
9673,Whitefield,1270.0,2.0,65.0,3
9695,Whitefield,3117.0,3.0,261.0,3
9714,Whitefield,1216.0,2.0,73.0,2
9801,Whitefield,3150.0,3.0,290.0,3
9888,Whitefield,2956.0,5.0,234.0,4
9993,Whitefield,2247.0,3.0,145.0,3
10002,Whitefield,3940.0,5.0,265.0,4
10040,Whitefield,1160.0,2.0,67.0,2
10138,Whitefield,1180.0,2.0,77.0,2
10141,Whitefield,2140.0,3.0,139.0,3
10149,Whitefield,1314.0,2.0,84.0,2
10518,Whitefield,1431.0,3.0,85.0,3
10559,Whitefield,524.0,1.0,29.0,1
10564,Whitefield,2830.0,4.0,161.0,4
10579,Whitefield,2135.0,3.0,149.0,4
10589,Whitefield,3075.0,2.0,188.0,4
10591,Whitefield,1760.0,3.0,160.0,3
10609,Whitefield,1655.0,3.0,110.0,3
10648,Whitefield,840.0,1.0,57.0,1
10658,Whitefield,1725.0,3.0,106.0,3
10752,Whitefield,516.0,1.0,39.0,1
10765,Whitefield,6000.0,4.0,410.0,4
10777,Whitefield,1639.0,3.0,107.0,3
10800,Whitefield,1820.0,3.0,113.0,3
10881,Whitefield,3565.0,4.0,218.0,4
10908,Whitefield,3410.0,5.0,253.0,4
11129,Whitefield,4500.0,4.0,330.0,4
11153,Whitefield,1250.0,2.0,85.0,2
11215,Whitefield,1277.0,2.0,77.0,2
11217,Whitefield,1820.0,3.0,140.0,3
11226,Whitefield,3453.0,4.0,247.0,4
11352,Whitefield,2280.0,4.0,125.0,3
11363,Whitefield,2882.0,5.0,200.0,4
11407,Whitefield,1639.5,3.0,92.63,3
11437,Whitefield,1190.0,2.0,70.0,2
11573,Whitefield,1270.0,2.0,94.0,2
11599,Whitefield,1220.0,2.0,89.0,2
11641,Whitefield,3758.0,3.0,300.0,3
11875,Whitefield,1216.0,2.0,72.0,2
11988,Whitefield,5400.0,5.0,475.0,4
11993,Whitefield,1396.0,3.0,74.0,3
12284,Whitefield,1615.0,3.0,96.9,3
12427,Whitefield,1200.0,2.0,70.0,2
12536,Whitefield,1216.0,2.0,75.0,2
12603,Whitefield,2321.0,4.0,157.0,3
12624,Whitefield,1224.0,2.0,75.0,2
12683,Whitefield,1655.0,3.0,113.0,3
12727,Whitefield,4144.0,5.0,331.0,5
12832,Whitefield,1200.0,3.0,67.75,3
12833,Whitefield,2444.0,4.0,145.0,4
12841,Whitefield,1270.0,2.0,110.0,2
12875,Whitefield,1660.0,3.0,110.0,3
12929,Whitefield,1270.0,2.0,105.0,2
12944,Whitefield,1173.0,2.0,78.2,2
12953,Whitefield,1362.0,2.0,85.0,2
12983,Whitefield,1457.0,2.0,105.0,3
12995,Whitefield,1720.0,3.0,128.0,3
13065,Whitefield,1564.0,3.0,103.0,3
13125,Whitefield,1639.0,3.0,107.0,3
13144,Whitefield,1760.0,3.0,139.0,3
13212,Whitefield,613.0,1.0,48.0,1
13235,Whitefield,1730.0,3.0,125.0,3
13258,Whitefield,877.0,1.0,59.0,1
1059,Yelachenahalli,1464.0,2.0,105.0,3
1576,Yelachenahalli,2400.0,1.0,150.0,2
1987,Yelachenahalli,1700.0,3.0,130.0,3
3629,Yelachenahalli,1080.0,2.0,55.0,2
4157,Yelachenahalli,1400.0,2.0,78.0,2
6553,Yelachenahalli,1330.0,3.0,73.5,3
6812,Yelachenahalli,800.0,1.0,30.0,2
7385,Yelachenahalli,1100.0,2.0,60.0,2
8292,Yelachenahalli,1365.0,2.0,72.0,3
10456,Yelachenahalli,1103.0,2.0,55.0,2
11288,Yelachenahalli,1000.0,2.0,50.0,2
82,Yelahanka,1326.0,2.0,78.0,2
827,Yelahanka,1705.0,3.0,95.0,3
1060,Yelahanka,1234.0,2.0,80.0,2
1093,Yelahanka,1315.0,2.0,85.0,2
1168,Yelahanka,1170.0,2.0,62.5,2
1179,Yelahanka,697.0,1.0,45.0,1
1347,Yelahanka,2195.0,4.0,127.0,3
1429,Yelahanka,1614.0,3.0,95.0,3
1491,Yelahanka,628.0,1.0,24.0,1
1666,Yelahanka,654.0,1.0,38.4,1
2485,Yelahanka,1825.0,3.0,105.0,3
2537,Yelahanka,1603.0,3.0,96.0,3
2583,Yelahanka,1304.0,2.0,79.0,2
3316,Yelahanka,1517.0,3.0,76.3,3
3640,Yelahanka,1327.0,2.0,85.0,2
3880,Yelahanka,1566.0,3.0,97.0,3
4240,Yelahanka,1270.0,2.0,78.0,2
4266,Yelahanka,1400.0,2.0,80.54,3
4420,Yelahanka,1322.0,2.0,86.0,2
4483,Yelahanka,1100.0,2.0,70.0,2
4559,Yelahanka,1200.0,2.0,70.0,2
4712,Yelahanka,4000.0,5.0,220.0,5
4747,Yelahanka,2675.0,4.0,140.0,4
4981,Yelahanka,654.0,1.0,37.0,1
5101,Yelahanka,1465.0,3.0,80.01,3
5351,Yelahanka,1692.0,3.0,83.0,3
5688,Yelahanka,2145.0,3.0,125.0,3
5873,Yelahanka,1322.0,2.0,75.0,2
6057,Yelahanka,602.0,1.0,26.0,1
6093,Yelahanka,1100.0,2.0,60.0,2
6143,Yelahanka,1614.0,2.0,100.0,3
6166,Yelahanka,1890.0,3.0,108.0,3
6216,Yelahanka,1556.0,3.0,86.0,3
6244,Yelahanka,1610.0,4.0,85.0,3
6476,Yelahanka,1859.0,3.0,108.0,3
6676,Yelahanka,1322.0,2.0,80.0,2
6874,Yelahanka,2600.0,4.0,175.0,4
6888,Yelahanka,1305.0,2.0,78.0,2
6974,Yelahanka,1711.0,3.0,85.61,3
7129,Yelahanka,1315.0,2.0,75.0,2
7131,Yelahanka,3600.0,6.0,200.0,6
7251,Yelahanka,1614.0,3.0,95.0,3
7357,Yelahanka,1650.0,3.0,105.0,3
7612,Yelahanka,3990.0,4.0,260.0,4
7630,Yelahanka,1620.0,3.0,90.0,3
7708,Yelahanka,654.0,1.0,36.25,1
7862,Yelahanka,1614.0,3.0,93.0,3
8103,Yelahanka,694.0,1.0,30.84,1
8259,Yelahanka,1115.0,2.0,60.0,2
8426,Yelahanka,2317.0,4.0,140.0,3
8519,Yelahanka,1653.0,3.0,93.0,3
8661,Yelahanka,654.0,1.0,38.0,1
8951,Yelahanka,1445.0,2.0,82.0,2
9033,Yelahanka,602.0,1.0,38.0,1
9046,Yelahanka,697.0,1.0,35.0,1
9150,Yelahanka,682.0,1.0,36.23,1
9191,Yelahanka,1560.0,2.0,98.0,3
9216,Yelahanka,1780.0,3.0,107.0,3
9455,Yelahanka,1342.0,2.0,75.0,3
9563,Yelahanka,1823.0,3.0,103.0,3
9638,Yelahanka,1792.0,3.0,104.0,3
9664,Yelahanka,1304.0,2.0,69.97,2
9963,Yelahanka,1300.0,2.0,69.23,2
10110,Yelahanka,1705.0,3.0,91.0,3
10337,Yelahanka,1835.0,3.0,108.0,3
10364,Yelahanka,1847.0,3.0,92.0,3
10385,Yelahanka,1890.0,3.0,109.0,3
10669,Yelahanka,700.0,1.0,38.0,1
10741,Yelahanka,1491.0,3.0,85.0,3
10743,Yelahanka,2088.0,5.0,110.0,4
11032,Yelahanka,3019.0,6.0,190.0,4
11126,Yelahanka,1600.0,3.0,100.0,3
11346,Yelahanka,1705.0,3.0,85.0,3
11427,Yelahanka,1350.0,2.0,85.0,3
11446,Yelahanka,1633.0,3.0,110.0,3
11498,Yelahanka,827.5,1.0,42.535,1
11808,Yelahanka,1355.0,2.0,75.0,3
11999,Yelahanka,1104.0,2.0,58.0,2
12040,Yelahanka,1175.0,2.0,67.77,2
12051,Yelahanka,1322.0,2.0,77.9,2
12163,Yelahanka,602.0,1.0,33.0,1
12218,Yelahanka,1315.0,2.0,77.0,2
12433,Yelahanka,567.0,1.0,25.0,1
12699,Yelahanka,602.0,2.0,30.0,1
12772,Yelahanka,1234.0,2.0,80.0,2
12980,Yelahanka,1267.0,3.0,78.0,2
12997,Yelahanka,1360.0,2.0,78.19,2
816,Yelahanka New Town,650.0,1.0,33.0,1
1235,Yelahanka New Town,500.0,1.0,20.0,1
1428,Yelahanka New Town,440.0,1.0,16.5,1
2968,Yelahanka New Town,1610.0,3.0,92.0,3
3248,Yelahanka New Town,1700.0,3.0,90.0,3
3453,Yelahanka New Town,650.0,1.0,20.0,1
3741,Yelahanka New Town,350.0,1.0,13.5,1
5407,Yelahanka New Town,1385.0,2.0,65.0,2
6339,Yelahanka New Town,500.0,2.0,24.0,1
6903,Yelahanka New Town,650.0,1.0,17.0,1
7231,Yelahanka New Town,450.0,1.0,16.0,1
7311,Yelahanka New Town,960.0,2.0,50.0,2
8544,Yelahanka New Town,1209.0,2.0,65.0,3
8670,Yelahanka New Town,1400.0,2.0,80.0,3
8815,Yelahanka New Town,450.0,1.0,15.0,1
8994,Yelahanka New Town,500.0,1.0,18.0,1
9323,Yelahanka New Town,1420.0,2.0,75.0,3
10530,Yelahanka New Town,2200.0,2.0,180.0,2
10689,Yelahanka New Town,488.0,1.0,20.0,1
10708,Yelahanka New Town,1100.0,2.0,58.0,2
11625,Yelahanka New Town,1000.0,2.0,44.0,2
11660,Yelahanka New Town,650.0,1.0,18.0,1
12948,Yelahanka New Town,1740.0,3.0,150.0,3
13078,Yelahanka New Town,1290.0,2.0,70.0,2
432,Yelenahalli,1240.0,2.0,47.12,2
1203,Yelenahalli,1200.0,2.0,46.17,2
5455,Yelenahalli,1260.0,2.0,47.88,2
8325,Yelenahalli,1175.0,2.0,50.0,2
8677,Yelenahalli,1650.0,3.0,68.0,3
9454,Yelenahalli,1200.0,2.0,45.6,2
11530,Yelenahalli,1200.0,2.0,46.17,2
12526,Yelenahalli,1160.0,2.0,44.08,2
392,Yeshwanthpur,1693.0,3.0,108.0,3
763,Yeshwanthpur,667.0,1.0,36.85,1
825,Yeshwanthpur,1950.0,4.0,130.0,4
993,Yeshwanthpur,665.0,1.0,36.85,1
2026,Yeshwanthpur,671.0,1.0,36.85,1
2088,Yeshwanthpur,1277.5,2.0,95.815,2
2399,Yeshwanthpur,668.0,1.0,36.85,1
2435,Yeshwanthpur,1185.0,2.0,75.84,2
2531,Yeshwanthpur,1195.0,2.0,100.0,2
2854,Yeshwanthpur,1313.0,3.0,96.0,3
2934,Yeshwanthpur,1400.0,2.0,100.0,2
3435,Yeshwanthpur,673.0,1.0,36.85,1
3468,Yeshwanthpur,717.0,2.0,49.475,2
4289,Yeshwanthpur,605.0,1.0,41.745,1
4398,Yeshwanthpur,669.0,1.0,36.85,1
4465,Yeshwanthpur,3027.0,4.0,260.0,3
5384,Yeshwanthpur,670.0,1.0,36.85,1
6535,Yeshwanthpur,1240.0,2.0,80.0,2
6921,Yeshwanthpur,1713.0,3.0,110.0,3
7214,Yeshwanthpur,1144.0,2.0,67.0,2
7324,Yeshwanthpur,1541.0,2.0,130.0,2
8227,Yeshwanthpur,1362.0,2.0,100.0,2
8431,Yeshwanthpur,666.0,1.0,36.8,1
8764,Yeshwanthpur,1855.0,3.0,140.0,3
8865,Yeshwanthpur,1165.0,2.0,85.0,2
9488,Yeshwanthpur,1825.0,3.0,145.0,3
9575,Yeshwanthpur,994.0,2.0,54.67,1
9618,Yeshwanthpur,650.0,1.0,40.0,1
9711,Yeshwanthpur,1855.0,3.0,140.0,3
10142,Yeshwanthpur,1500.0,3.0,100.0,3
10608,Yeshwanthpur,674.0,1.0,36.85,1
10874,Yeshwanthpur,672.0,1.0,36.85,1
11649,Yeshwanthpur,1195.0,2.0,100.0,2
11785,Yeshwanthpur,1692.0,3.0,108.0,3
12133,Yeshwanthpur,2500.0,5.0,185.0,6
13017,Yeshwanthpur,1855.0,3.0,135.0,3
13124,Yeshwanthpur,1876.0,3.0,160.0,3
18,others,2770.0,4.0,290.0,3
24,others,510.0,1.0,25.25,1
42,others,600.0,1.0,38.0,1
57,others,1500.0,2.0,185.0,2
60,others,4395.0,3.0,240.0,3
61,others,845.0,2.0,55.0,2
77,others,2511.0,3.0,205.0,3
80,others,1660.0,2.0,105.0,3
98,others,1200.0,2.0,65.0,2
99,others,1200.0,3.0,90.0,3
108,others,782.0,2.0,55.68,2
110,others,1800.0,3.0,120.0,3
111,others,1413.0,2.0,75.0,3
127,others,945.0,2.0,54.0,2
130,others,1870.0,3.0,110.0,3
139,others,1260.0,2.0,85.05,3
153,others,2795.0,4.0,235.0,3
162,others,1904.0,3.0,150.0,3
164,others,2000.0,3.0,175.0,3
175,others,1500.0,3.0,100.0,3
197,others,1783.0,3.0,115.0,3
201,others,912.0,2.0,70.0,3
214,others,1580.0,3.0,100.0,3
218,others,1415.0,3.0,78.0,3
225,others,2405.0,4.0,260.0,3
227,others,1500.0,2.0,115.0,2
239,others,1060.0,2.0,60.0,2
241,others,2600.0,8.0,180.0,8
244,others,1285.0,2.0,72.5,2
248,others,4050.0,3.0,280.0,3
254,others,1280.0,2.0,69.0,2
259,others,3045.0,3.0,170.0,3
273,others,900.0,2.0,110.0,2
311,others,1560.0,3.0,115.0,3
323,others,1200.0,4.0,165.0,4
330,others,1645.0,3.0,95.0,3
339,others,1200.0,2.0,79.0,2
346,others,1350.0,2.0,140.0,3
348,others,1800.0,3.0,150.0,3
356,others,1762.0,3.0,125.0,3
361,others,1200.0,3.0,90.0,3
373,others,2023.71,3.0,275.0,3
435,others,2150.0,4.0,240.0,3
455,others,3309.0,4.0,325.0,4
459,others,5000.0,9.0,360.0,11
465,others,1150.0,2.0,126.0,2
478,others,1200.0,2.0,74.0,2
489,others,1753.0,3.0,120.0,3
500,others,720.0,2.0,45.0,2
510,others,1200.0,3.0,165.0,4
511,others,700.0,1.0,41.0,1
520,others,1595.0,3.0,115.0,3
521,others,1353.0,2.0,110.0,2
526,others,1200.0,2.0,85.0,1
542,others,1325.0,2.0,90.0,3
560,others,1056.0,2.0,80.0,2
574,others,1544.0,3.0,120.0,3
577,others,1200.0,2.0,65.0,2
581,others,540.0,1.0,36.0,1
584,others,1578.0,3.0,180.0,3
592,others,1600.0,2.0,115.0,2
593,others,416.0,1.0,18.5,1
602,others,834.0,1.0,60.0,1
603,others,1125.0,4.0,70.0,3
609,others,3000.0,5.0,260.0,4
615,others,2160.0,5.0,250.0,6
633,others,469.0,1.0,25.0,1
666,others,1630.0,2.0,200.0,2
670,others,1200.0,2.0,70.0,3
671,others,1350.0,3.0,77.0,3
672,others,4046.0,4.0,445.0,4
673,others,1180.0,2.0,78.34,3
675,others,1355.0,2.0,115.0,2
676,others,600.0,1.0,50.0,1
683,others,1875.0,3.0,165.0,3
692,others,600.0,2.0,55.0,2
695,others,1750.0,3.0,120.0,3
704,others,1092.0,2.0,98.5,3
719,others,1855.0,3.0,225.0,3
741,others,425.0,1.0,20.03,1
747,others,600.0,1.0,60.0,1
748,others,1468.0,2.0,140.0,2
749,others,4300.0,5.0,550.0,4
762,others,775.0,2.0,55.0,2
775,others,1559.0781144514767,2.0,93.0,1
782,others,445.0,1.0,28.0,1
808,others,1352.0,3.0,135.0,3
845,others,1200.0,3.0,95.0,4
854,others,1976.0,3.0,184.0,3
855,others,5500.0,4.0,600.0,4
884,others,1200.0,3.0,95.0,3
894,others,1180.0,2.0,69.0,2
906,others,686.0,1.0,17.0,1
923,others,1500.0,4.0,180.0,4
944,others,1282.0,2.0,87.0,2
951,others,1500.0,2.0,95.0,3
962,others,1300.0,1.0,115.0,2
970,others,530.0,1.0,20.0,1
972,others,1350.0,2.0,80.0,2
991,others,2400.0,6.0,125.0,8
1015,others,1141.0,2.0,62.0,2
1019,others,1559.0781144514767,1.0,110.0,1
1028,others,950.0,1.0,40.0,1
1077,others,1480.0,3.0,90.0,3
1084,others,1600.0,3.0,90.0,3
1087,others,1200.0,4.0,135.0,4
1092,others,1500.0,3.0,115.0,3
1098,others,1824.0,3.0,125.0,3
1100,others,750.0,1.0,56.25,1
1153,others,6000.0,5.0,400.0,4
1170,others,2400.0,3.0,170.0,3
1175,others,1500.0,2.0,98.0,3
1176,others,3095.0,3.0,350.0,3
1195,others,1200.0,1.0,28.0,1
1206,others,1500.0,3.0,100.0,3
1211,others,1560.0,5.0,145.0,5
1217,others,1560.0,3.0,188.0,3
1236,others,485.0,1.0,15.0,1
1275,others,1200.0,3.0,130.0,3
1278,others,1050.0,2.0,67.0,2
1291,others,1596.0,3.0,105.0,3
1324,others,1200.0,3.0,85.0,3
1337,others,1132.0,2.0,67.0,2
1340,others,1515.0,3.0,88.0,3
1354,others,1380.0,2.0,80.0,2
1361,others,4346.0,5.0,500.0,4
1363,others,510.0,1.0,25.25,1
1382,others,2200.0,3.0,187.0,3
1383,others,3329.0,3.0,330.0,3
1393,others,3600.0,4.0,300.0,4
1398,others,3500.0,3.0,450.0,4
1412,others,1093.0,2.0,65.0,2
1420,others,1535.0,3.0,95.0,3
1434,others,1100.0,2.0,62.7,2
1442,others,2197.0,4.0,280.0,3
1454,others,1100.0,2.0,60.0,2
1466,others,1600.0,3.0,172.0,4
1470,others,1450.0,2.0,85.0,3
1472,others,2000.0,3.0,166.0,4
1489,others,1756.0,3.0,100.0,3
1496,others,1532.0,3.0,92.0,3
1497,others,1650.0,3.0,110.0,3
1502,others,1200.0,2.0,66.0,2
1507,others,1525.0,2.0,122.0,3
1534,others,2400.0,3.0,200.0,4
1540,others,1000.0,2.0,130.0,2
1562,others,3040.0,1.0,180.0,2
1579,others,1390.0,3.0,120.0,3
1583,others,1135.0,2.0,68.0,2
1585,others,900.0,2.0,55.0,2
1601,others,2500.0,3.0,250.0,3
1641,others,1168.0,3.0,70.0,3
1646,others,2100.0,4.0,155.0,4
1652,others,1515.0,3.0,93.93,3
1675,others,2700.0,4.0,214.0,6
1680,others,2000.0,3.0,210.0,3
1681,others,2400.0,4.0,300.0,5
1691,others,1760.0,3.0,176.0,3
1692,others,595.0,1.0,42.0,1
1704,others,1170.0,2.0,86.0,2
1711,others,2200.0,4.0,235.0,4
1712,others,1559.0781144514767,3.0,95.0,3
1776,others,1650.0,3.0,175.0,3
1781,others,1670.0,3.0,91.86,3
1797,others,1250.0,2.0,80.0,3
1815,others,1650.0,4.0,160.0,3
1843,others,800.0,2.0,50.0,2
1847,others,1225.0,2.0,150.0,2
1855,others,3675.0,4.0,367.0,4
1858,others,1200.0,2.0,150.0,2
1868,others,1350.0,2.0,80.0,2
1874,others,1614.0,3.0,110.0,3
1888,others,1188.0,2.0,73.0,2
1905,others,1480.0,3.0,90.0,3
1911,others,680.0,2.0,42.0,2
1914,others,955.0,2.0,53.55,2
1925,others,2479.13,3.0,215.0,3
1927,others,1100.0,2.0,106.0,2
1934,others,1925.0,3.0,120.0,3
1936,others,650.0,1.0,26.0,1
1942,others,2000.0,3.0,207.0,3
1944,others,1050.0,2.0,110.0,2
1952,others,2204.0,2.0,305.0,3
1982,others,1685.0,2.0,110.0,3
1998,others,1550.0,3.0,110.0,3
2002,others,500.0,1.0,20.0,1
2010,others,3155.0,4.0,370.0,3
2012,others,1765.0,3.0,105.0,3
2015,others,1265.0,2.0,70.0,2
2017,others,1012.0,2.0,59.0,2
2022,others,2045.0,4.0,154.0,3
2033,others,2400.0,4.0,280.0,6
2036,others,581.91,2.0,25.0,1
2038,others,1158.0,2.0,85.0,3
2053,others,925.0,2.0,51.0,2
2055,others,1415.0,2.0,110.0,2
2073,others,4750.0,5.0,600.0,4
2084,others,1840.0,3.0,155.0,3
2099,others,1350.0,2.0,185.0,2
2105,others,824.0,2.0,60.0,2
2114,others,1340.0,2.0,100.0,3
